Treatments,species,true,pred
CS-CH-BV-CA,CS,0.0154970836666666,0.030017463
CS-CH-DP-BT-BU,CS,0.0023800146666666,0.008214879
CS-CH-DP-BT-BU,CS,0.0039031733333333,0.006995594
CS-CH-DP-BT-BU-BV-CA,CS,0.0034693886666666,0.0012412204
CS-CH-DP-BT-BU-BV-CA,CS,0.0041761283333333,4.197482e-05
CS-CH-DP-BT-BU-CA,CS,0.002452502,0.007043926
CS-CH-DP-BT-BU-CA,CS,0.0044476886666666,0.0043959413
CS-CH-DP-BU,CS,0.008009321,0.044053387
CS-CH-DP-BU,CS,0.010593122,0.20845895
CS-CH-DP-BU-BV,CS,0.00720066,0.015263959
CS-CH-DP-BU-BV,CS,0.005596434,0.016539166
CS-CH-DP-BU-BV-CA,CS,0.0078622666666666,0.013569541
CS-CH-DP-BU-BV-CA,CS,0.0077988556666666,0.018150365
CS-CH-DP-BV-CA,CS,0.012474514,0.024287747
CS-CH-DP-BV-CA,CS,0.008023103,0.014883846
CS-CH-DP-CA,CS,0.0302080975,0.041353088
CS-CH-DP-CA,CS,0.022178747,0.35630962
CS-DP-BT-BU,CS,0.0047676476666666,0.008874408
CS-DP-BT-BU,CS,0.0058706406666666,0.0050779954
CS-DP-BT-BU-BV,CS,0.003835052,0.0012085073
CS-DP-BT-BU-BV,CS,0.0049598913333333,1.47147075e-05
CS-DP-BT-BU-BV-CA,CS,0.0029409983333333,0.0032943564
CS-DP-BT-BU-BV-CA,CS,0.0054046383333333,0.0006543169
CS-DP-BT-BV,CS,0.0053327105,0.009325192
CS-DP-BT-BV,CS,0.0072163823333333,0.004556291
CS-DP-BT-BV-CA,CS,0.0028529003333333,0.0011949202
CS-DP-BT-BV-CA,CS,0.0053242465,0.000119476674
CS-DP-BU-BV-CA,CS,0.0060106206666666,0.013273701
CS-DP-BU-BV-CA,CS,0.0084511779999999,0.008281695
CS-DP-BU-CA,CS,0.0084598789999999,0.020972662
CS-DP-BU-CA,CS,0.0111316153333333,0.022939572
CDevo-CH-DP-BT-BU,DP,0.0075583763333333,0.008209565
CDevo-CH-DP-BT-BU,DP,0.0079172039999999,0.00095613714
CDevo-CH-DP-CA,DP,0.134557966,0.19050121
CDevo-CH-DP-CA,DP,0.2396982153333333,0.24851793
CDevo-CS-CH-DP,DP,0.1819738003333333,0.17316666
CDevo-CS-CH-DP,DP,0.2708472413333333,0.24344096
